id,quran_ayas_id,quran_ayas_languages_code,number,text
ENAA1976,QA1976,ENAA,1976,"God presents the example of a man who is a hired servant with no power over anything, and another on whom We have bestowed a handsome fortune, who spends from it in private and in public: Can they be equal? Praised be God! But most men do not understand."
ENAA1977,QA1977,ENAA,1977,"God presents another example of two men, one dumb and unable to do a thing and is a burden on his master. Wherever he is sent he returns without any good (result). Could he be equal to one who enjoins what is just, and follows the right path?"
ENAA1978,QA1978,ENAA,1978,"To God belong the secrets of the heavens and the earth, and the Hour of Doom is a matter of the winking of an eye, even less, for God has certainly power over all things."
ENAA1979,QA1979,ENAA,1979,"God produced you from your mothers' wombs knowing nothing, but gave you ears and eyes and hearts so that you may be grateful."
ENAA1980,QA1980,ENAA,1980,Do you not see the birds held high between the heavens and the earth? Nothing holds them (aloft) but God. There are verily signs in this for those who believe.
ENAA1981,QA1981,ENAA,1981,"God has given you homes to live in, and tents (made) from the hides of cattle convenient for days of travelling and halting; and from their wool and fur and hair you make domestic articles and goods that last a certain time."
ENAA1982,QA1982,ENAA,1982,"God has given you of things created, shade, and places of shelter in the mountains, and clothes for protection against the heat, and coats (of mail) for defence during war. He thus bestows His favours on you so that you may be grateful to Him."
ENAA1983,QA1983,ENAA,1983,"If they still turn away, your duty is to warn them in clear terms."
ENAA1984,QA1984,ENAA,1984,"They do know the favours of God, and yet they deny them, for most of them are not grateful."
ENAA1985,QA1985,ENAA,1985,"The day We shall call a witness from every people, the unbelievers will not be allowed to make excuses."
ENAA1986,QA1986,ENAA,1986,"And when the wicked shall face the torment it will not be decreased, nor will they be reprieved."
ENAA1987,QA1987,ENAA,1987,"When the idolaters see their partners they will call out: ""O our Lord, these are the partners we invoked instead of You;"" but they will retort: ""You are liars."""
ENAA1988,QA1988,ENAA,1988,"They will offer submission to God that Day, and the lies they fabricated will not be of the least avail."
ENAA1989,QA1989,ENAA,1989,"For those who deny the truth and obstruct (others) from the way of God, We shall add torment to torment as they were perpetrating corruption."
ENAA1990,QA1990,ENAA,1990,"Remind them of the Day when We shall call from every people a witness against them, and make you a witness over them, for We have revealed to you the Book as an exposition of everything, and as guidance and grace and happy tidings for those who submit."
ENAA1991,QA1991,ENAA,1991,"Verily God has enjoined justice, the doing of good, and the giving of gifts to your relatives; and forbidden indecency, impropriety and oppression. He warns you so that you may remember."
ENAA1992,QA1992,ENAA,1992,"Fulfil your covenant with God, having made the covenant, and do not break your oaths once you have sworn them, as you have made God a witness over you. Indeed God knows what you do."
ENAA1993,QA1993,ENAA,1993,And do not be like her who untwists her yarn having spun it into durable thread. Do not use your oaths deceitfully because one party has ascendency over you. God surely tries you in this way: He will make it clear to you on the Day of Resurrection what you were differing about.
ENAA1994,QA1994,ENAA,1994,"If God had pleased He would surely have made you a single community of belief; but He leads whosoever He wills astray, and guides whosoever He please. But you will surely be questioned about what you used to do."
ENAA1995,QA1995,ENAA,1995,"So do not make your oaths a means of deceiving one another, lest your foot should slip after having found its hold, and you taste of evil for having hindered (others) from the way of God, and suffer a grievous punishment."
ENAA1996,QA1996,ENAA,1996,"And do not trade God's covenant for a paltry price. Remember, what is with God is better for you, if only you knew!"
ENAA1997,QA1997,ENAA,1997,"For what you possess will pass, but what is with God will abide. We shall certainly award those who persevere a recompense in keeping with their deeds."
ENAA1998,QA1998,ENAA,1998,"We shall invest whosoever works for good, whether man or woman, with a pleasant life, and reward them in accordance with the best of what they have done."
ENAA1999,QA1999,ENAA,1999,"So, when you recite the Qur'an seek refuge in God from Satan the execrable."
ENAA2000,QA2000,ENAA,2000,He does not have power over those who believe and place their trust in their Lord.
ENAA2001,QA2001,ENAA,2001,"His power is only over those who take him as their patron, and those who ascribe equals (to God)."
ENAA2002,QA2002,ENAA,2002,"When We replace a message with another -- and God knows best what He reveals -- they say: ""You have made it up;"" yet most of them do not know."
ENAA2003,QA2003,ENAA,2003,"You say: ""It has been sent by divine grace from your Lord with truth to strengthen those who believe, and as guidance and good news for those who have submitted (to God)."""
ENAA2004,QA2004,ENAA,2004,"Yet We know what they say: ""It is only a man who instructs him."" The speech of the man they imply is obscure while this is clear Arabic."
ENAA2005,QA2005,ENAA,2005,Those who do not believe in the words of God are verily not guided by God. For them is severe punishment.
ENAA2006,QA2006,ENAA,2006,"They alone invent lies who do not believe in the words of God, and they are liars."
ENAA2007,QA2007,ENAA,2007,"Whosoever denies having once believed -- unless he is forced to do so while his heart enjoys the peace of faith -- and opens his mind to disbelief will suffer the wrath of God. Their punishment will be great,"
ENAA2008,QA2008,ENAA,2008,For they loved the life of this world more than the life to come; and God does not guide those who do not believe.
ENAA2009,QA2009,ENAA,2009,They are the ones whose hearts and ears and eyes have been sealed by God; and these are the heedless.
ENAA2010,QA2010,ENAA,2010,"They will surely be losers in the life to come,"
ENAA2011,QA2011,ENAA,2011,"But (to) those who were victimised and left their homes and then fought and endured patiently, your Lord will surely be forgiving and kind."
ENAA2012,QA2012,ENAA,2012,"On the day when every soul will come pleading for itself, and every soul will be recompensed for what it had done, no one will be wronged."
ENAA2013,QA2013,ENAA,2013,"God presents the example of a town which enjoyed peace and security, its provisions coming from everywhere in abundance, but it denied the favours of God; so God acquainted it with intimate hunger and fear (as punishment) for what they had done."
ENAA2014,QA2014,ENAA,2014,"An apostle came to them who was one of them, but they called him a liar. Then they were seized by torment for they were sinners."
ENAA2015,QA2015,ENAA,2015,"Eat the good and lawful of things that God has given you, and be grateful for the bounty of God, if you really worship Him."
ENAA2016,QA2016,ENAA,2016,"He has forbidden carrion and blood and the flesh of the swine, and what has been killed in the name of any other but God; but if one is driven by necessity (to eat it) without craving or reverting to it, then God is forgiving and kind."
ENAA2017,QA2017,ENAA,2017,"Do not utter the lies your tongues make up: ""This is lawful, and this is forbidden,"" in order to impute lies to God; for they who impute lies to God will not find fulfilment."
ENAA2018,QA2018,ENAA,2018,"For them there is some enjoyment, but the punishment is painful."
ENAA2019,QA2019,ENAA,2019,"We have already told you what We have forbidden the Jews. We did not wrong them, they wronged themselves."
ENAA2020,QA2020,ENAA,2020,"To those who do wrong out of ignorance, then repent and correct themselves, your Lord is indeed forgiving and kind."
ENAA2021,QA2021,ENAA,2021,"Abraham was certainly a model of faith, obedient to God and upright, and not one of idolaters,"
ENAA2022,QA2022,ENAA,2022,"Grateful to Him for His favours; so He chose him and guided him to the path that is straight,"
ENAA2023,QA2023,ENAA,2023,"And gave him what is good in the world, and in the Hereafter he will be among the righteous and the good."
ENAA2024,QA2024,ENAA,2024,So We commanded you to follow the way of Abraham the upright who was not of idolaters.
ENAA2025,QA2025,ENAA,2025,"As for the Sabbath, it was imposed on those who had differed about it; and your Lord will tell them on the Day of Resurrection what it was they had differed about."
ENAA2026,QA2026,ENAA,2026,"Call them to the path of your Lord with wisdom and words of good advice; and reason with them in the best way possible. Your Lord surely knows who strays from His path, and He knows those who are guided the right way."
ENAA2027,QA2027,ENAA,2027,"If you have to retaliate, do so to the extent you have been injured; but if you forbear it is best for those who bear with fortitude."
ENAA2028,QA2028,ENAA,2028,"Endure with patience, for your endurance is not without the help of God. Do not grieve for them, and do not be distressed by their plots."
ENAA2029,QA2029,ENAA,2029,"God is verily with those who are pious and devout, and those who are doers of good."
ENAA2030,QA2030,ENAA,2030,"GLORY TO HIM who took His votary to a wide and open land from the Sacred Mosque (at Makkah) to the distant Mosque whose precincts We have blessed, that We may show him some of Our signs. Verily He is all-hearing and all-seeing."
ENAA2031,QA2031,ENAA,2031,"We gave Moses the Book, and made it a guidance for the children of Israel that they should not take another protector apart from Me."
ENAA2032,QA2032,ENAA,2032,"O you, the offspring of those We bore (in the ark) with Noah, he was indeed a grateful votary."
ENAA2033,QA2033,ENAA,2033,"We announced to the children of Israel in the Book: ""You will surely create disorder twice in the land, and become exceedingly arrogant."""
ENAA2034,QA2034,ENAA,2034,"So, when the time of the first prediction came, We sent against you Our creatures full of martial might, who ransacked your cities; and the prediction was fulfilled."
ENAA2035,QA2035,ENAA,2035,"Then We gave you a chance against them, and strengthened you with wealth and children, and increased your numbers (and said):"
ENAA2036,QA2036,ENAA,2036,"""If you do good, you will do so for your own good; if you do ill, you will do it for your own loss."" So, when the time of the second prediction comes, (We shall rouse another people) to shame you, and enter the Temple as they had done the first time, and to destroy what they conquered utterly."
